#transcript	length	unique_read_num	multiple_read_num
NM_001291711	916	54	16306
NM_001079703	1422	115	25232
NM_200210	1247	123	22098
NM_001111226	1743	443	30616
NM_001002427	555	38	9850
NM_131057	2859	324	50556
NM_001110371	2492	99	44146
NM_001017844	1110	248	19458
NM_200446	2044	104	36166
NM_001077603	3283	169	58078
NM_201138	1662	321	29138
NM_001033106	1940	57	34286
NM_001017801	916	44	16162
NM_212630	2077	85	36594
NM_213280	1437	191	25090
NM_001103116	1209	189	21074
NM_001017651	1317	378	22782
NM_001002748	1493	39	26210
NM_001003452	1457	103	25508
NM_199740	1953	58	34268
NM_199760	653	39	11436
NM_203321	3203	333	55780
NM_001005931	2331	261	40574
NM_001003544	1244	47	21730
NM_001080054	2651	101	46188
NM_131801	2124	74	36972
NM_200958	1832	173	31760
NM_001171068	2666	619	45846
NM_131059	3350	207	58162
NM_001302742	394	17	6846
NM_001200015	1903	166	32964
NM_001002639	1794	370	30760
NM_213640	2749	239	47456
NM_201455	994	553	16668
NM_001113800	1290	339	21978
NM_194394	1014	158	17368
NM_199932	2022	131	34804
NM_001003474	1440	326	24532
NM_200099	1417	64	24390
NM_001003483	1304	59	22424
NM_200674	2239	326	38254
NM_001003415	1479	589	24886
NM_001037386	2280	91	39052
NM_200103	2231	138	38132
NM_200993	2423	180	41378
NM_001161487	585	18	9994
NM_001139462	1351	103	22992
NM_001002572	1107	42	18858
ENSDART00000133014	877	688	14270
NM_200260	1376	2549	20872
NM_001025533	2603	131	44162
NM_173238	3052	207	51726
NM_199864	1251	38	21240
NM_001031668	3687	398	62136
NM_173237	1733	628	28762
NM_214817	1907	253	32068
NM_201577	2524	99	42676
NM_001128529	3977	203	67146
NM_001014289	3974	240	67050
NM_001017582	728	18	12294
NM_201185	1255	107	21114
NM_001001844	4242	184	71474
NM_001003411	2166	429	36150
NM_001003843	777	37	13056
NM_201078	1493	63	25054
NM_001127335	2544	159	42576
NM_001145694	1937	243	32286
NM_001017863	937	41	15694
NM_173284	1132	154	18772
NM_001045562	1826	219	30294
NM_001007061	1339	125	22250
NM_212891	1624	57	27072
NM_213530	1628	114	27052
NM_001256729	1792	113	29748
NM_213366	2072	94	34426
NM_001020688	1329	131	21982
NM_001089408	1642	52	27256
NM_213477	2073	1019	33450
NM_200078	1580	62	26176
NM_131250	2498	132	41316
NM_001030239	2705	286	44562
NM_001004677	854	40	14116
NM_001142954	1763	150	29062
NM_001163988	1482	64	24472
NM_194408	2698	143	44524
NM_201004	538	26	8880
ENSDART00000152063	1286	464	20788
NM_212711	2015	108	33176
NM_001024073	1943	118	31954
NM_199723	2044	86	33588
NM_197934	2550	63	41910
ENSDART00000171728	1281	71	21014
NM_001172637	405	8	6652
NM_001305588	928	49	15164
NM_200988	2330	128	38044
NM_213338	1428	98	23256
NM_212731	1287	69	20968
NM_001002484	1091	48	17764
NM_131230	1880	84	30430
NM_001003728	818	30	13218
NM_001076558	976	228	15578
NM_001020523	1307	179	20984
NM_001123279	1871	110	30120
NM_212586	3074	147	49506
NM_001013273	3625	111	58380
NM_200517	1375	500	21662
NM_199838	2151	102	34508
NM_001001944	4039	351	64502
NM_201469	2279	266	36300
NM_213037	926	82	14774
NM_213335	1416	114	22574
NM_201043	1067	27	17062
NM_131686	3477	138	55548
NM_001044949	2722	426	43088
NM_001025470	1776	278	28110
NM_001014343	2029	155	32252
NM_001098481	616	28	9800
NM_200115	1931	103	30668
NM_200062	1328	92	21050
NM_213481	2542	724	39736
NM_212735	2658	202	42082
NM_200333	1973	114	31272
NM_001020499	913	79	14426
NM_001044983	507	1038	7014
NM_001002073	1238	1008	18644
NM_001037672	791	188	12364
NM_198363	2192	218	34552
NM_001037677	453	51	7132
NM_131710	2418	49	38256
NM_200745	852	83	13408
NM_199692	2181	65	34452
NM_001353917	2288	170	36038
NM_199976	956	24	15074
NM_001002544	788	54	12382
NM_001089525	3846	130	60454
NM_199755	1780	79	27958
NM_001005953	794	50	12456
NM_131833	1490	225	23242
NM_212880	2206	179	34536
NM_200550	1782	178	27860
NM_153661	1378	55	21586
NM_001127333	2139	68	33484
NM_201474	5109	122	79998
NM_001145579	3579	135	55914
NM_001013517	539	45	8380
NM_214701	708	51	11010
NM_199822	2064	622	31538
NM_001080753	912	44	14166
NM_001037101	3171	467	48930
NM_214759	2298	76	35668
NM_001003509	1586	148	24514
NM_001002864	1690	572	25696
ENSDART00000145534	512	93	7860
NM_199855	1873	58	29032
NM_001037700	1568	135	24200
NM_001076556	1931	90	29862
NM_001025537	2209	73	34148
NM_001077378	2168	76	33484
NM_213536	1947	150	29916
NM_200944	1033	235	15698
NM_213250	3048	132	46816
NM_001013528	1199	29	18430
NM_001002684	2073	59	31804
NM_201332	1605	225	24360
NM_001113591	2287	124	34894
NM_212581	3212	98	49080
NM_001030284	1915	103	29170
NM_199741	998	171	15056
NM_001006019	1571	200	23756
NM_199694	1483	85	22516
NM_001002869	2626	75	39900
NM_001075106	3383	293	51204
NM_200813	1767	83	26798
NM_001081749	2396	186	36200
NM_212615	1918	94	29010
NM_001003769	1747	69	26394
NM_213077	5079	1299	75586
NM_213099	2644	132	39888
ENSDART00000155757	553	188	8176
NM_200137	1677	117	25224
NM_001083028	2853	68	42974
NM_201117	1162	102	17418
NM_001002512	1212	20	18242
NM_001130597	765	182	11344
NM_001002509	476	194	6974
NM_001040052	1228	61	18416
NM_198821	2152	348	32014
NM_001114406	2982	81	44760
NM_213216	1731	339	25652
NM_201010	1360	30	20390
NM_201326	3052	763	45042
NM_001002499	530	27	7924
NM_001159825	533	26	7962
NM_213186	3362	171	50214
NM_200006	1388	147	20654
NM_001044811	947	47	14138
NM_207071	1695	90	25272
NM_199574	1813	94	27006
NM_212714	2038	54	30380
NM_199684	4125	321	61250
NM_199850	1154	86	17134
NM_001007296	1464	57	21766
NM_001002342	2010	172	29764
NM_197933	1962	402	28818
NM_001079944	1398	86	20700
NM_001007180	1076	29	15946
NM_201290	1901	67	28142
NM_200917	1752	130	25856
NM_001025536	2800	1264	40174
NM_001002333	1558	167	22872
NM_213157	1702	52	25088
NM_001017833	1224	80	17984
NM_213374	1991	176	29202
NM_001326547	5457	1826	78594
NM_001328494	1345	64	19728
NM_001006077	1393	60	20436
NM_214783	1935	49	28418
NM_001020486	1015	41	14882
NM_001012366	2584	98	37850
NM_001005927	3621	174	52916
NM_001045362_2	700	42	10216
NM_001017696	1057	82	15398
NM_131452	2133	122	31092
NM_001110833	1662	56	24264
NM_001013443	4163	367	60330
NM_198356	3253	175	47214
NM_152951	2332	348	33580
NM_001003503	1289	115	18598
NM_212595	2011	41	29152
NM_212985	1619	93	23392
NM_199540	2833	126	40810
NM_001037108	818	37	11768
NM_213435	1901	79	27350
NM_001002137	991	189	14086
NM_200934	1741	1341	23722
NM_205627	2866	1367	39876
NM_001017899	1282	42	18404
NM_001089386	918	52	13146
NM_001017831	1128	158	16050
NM_001328016	1754	97	25072
NM_200010	1237	46	17698
NM_001007372	974	55	13916
NM_173241	2359	121	33694
NM_001024735	1269	20	18170
NM_199843	2780	95	39726
NM_199993	1443	223	20416
NM_001006105	1484	471	20750
NM_001122749	4702	136	67016
NM_001128693	2431	904	33800
NM_205606	955	990	12642
NM_131664	2006	201	28432
NM_001045276	2510	98	35722
NM_001160335	1296	93	18392
NM_200258	2133	140	30282
NM_001003418	747	33	10606
NM_213165	1693	134	23948
NM_200710	2233	66	31628
NM_200548	991	77	13984
NM_212811	2039	174	28744
NM_001017902	1348	55	19054
NM_213363	2054	328	28782
NM_001201417	1107	454	15232
NM_001002072	1163	118	16336
NM_001105596	685	82	9606
NM_001002540	1536	73	21570
NM_131213	2019	56	28390
NM_001025516	1563	152	21868
NM_198358	2667	65	37462
NM_001029972	1536	50	21536
NM_001351700	2305	281	32106
NM_001089343	801	39	11214
NM_212887	1020	163	14154
NM_001082837	2181	76	30518
NM_001024439	820	53	11440
NM_213181	1884	213	26148
NM_199989	1646	48	22982
NM_201303	3213	188	44754
NM_001302640	1458	228	20138
NM_131757	3009	130	41806
NM_001017699	777	51	10772
NM_200701	1301	548	17570
NM_201129	2859	277	39504
NM_201017	1698	389	23226
NM_200896	1087	241	14868
NM_199677	2030	602	27594
ENSDART00000155760	1509	509	20436
NM_001007158	961	48	13286
NM_131382	1726	62	23860
NM_200555	1283	28	17726
NM_001002097	987	98	13550
NM_001002438	541	38	7430
NM_213109	1610	45	22114
NM_212659	2024	129	27710
NM_001082830	1131	483	15072
NM_001013474	1318	150	17974
NM_200179	1976	267	26896
