#transcript	length	unique_read_num	multiple_read_num
NM_001128336	1845	375	108924
NM_001002677	1296	499	75038
NM_001003869	1684	253	97014
NM_199823	1848	932	105082
NM_001013533	2369	654	134272
NM_001002078	399	40	22678
ENSDART00000153433	194	208	10806
NM_213204	482	1256	26066
NM_213168	2419	261	135956
NM_001002486	304	47	17032
NM_173234	483	180	26752
NM_001002139	610	57	33946
NM_200852	722	67	39924
NM_001009889	2617	406	143342
NM_213019	1049	105	57216
NM_200171	1702	180	91992
NM_200815	451	41	24308
NM_199481	1939	245	103714
NM_200046	629	75	33582
NM_001001399	1042	96	54590
NM_213028	696	64	36124
NM_001033107	2124	347	109644
NM_131883	2454	1379	125220
NM_199535	768	96	39250
NM_212708	2973	874	151344
NM_001256780	2608	355	132636
NM_212932	1336	510	66820
NM_200104	1558	2522	75002
NM_001098730	1026	365	50640
NM_198809	1593	144	78812
NM_213364	2853	283	141090
NM_199949	1010	106	49328
NM_200949	1869	267	91034
NM_001077535	2030	406	98308
NM_213178	1954	343	94468
NM_205667	963	150	46172
NM_199546	1638	347	77724
NM_212587	1840	484	85866
NM_001002527	968	119	45174
NM_130925	1985	5709	86286
NM_201060	620	64	28630
NM_200752	630	99	29000
NM_213124	1505	153	69254
NM_152949	1899	702	86056
NM_201336	2817	325	128316
NM_001002081	568	87	25774
NM_199428	1597	204	72414
NM_001003844	919	67	41712
NM_213034	513	51	23184
NM_001201442	683	74	30412
NM_201217	2259	311	99820
NM_001001593	537	42	23526
NM_001079973	1842	304	80288
NM_200047	832	88	36298
NM_001161599	1896	1530	80654
NM_001044959	1736	224	74446
NM_001004652	514	66	21900
NM_001123007	734	116	31210
NM_212675	1290	873	54050
NM_213013	986	90	41382
NM_001003890	2344	742	97604
NM_001100436	441	45	18428
NM_212953	298	25	12394
NM_145195	489	451	19906
NM_214714	2273	277	93222
NM_213638	1000	148	40852
NM_001017769	1380	186	55964
NM_001077355	1851	99	74694
NM_001002866	472	37	18936
NM_131734	904	90	36056
NM_001017574	1635	179	65102
NM_001145359	1212	85	48124
NM_197937	499	1274	18392
NM_001045388	833	75	32690
NM_001256190	1048	180	41036
NM_001006022	1281	502	49472
NM_213113	524	37	20404
NM_213317	2315	1913	88104
NM_213493	1980	770	76002
NM_198143	657	468	24982
NM_201513	1945	218	75050
NM_001105526	393	55	15130
NM_131047	1625	370	62160
NM_212977	1620	154	62054
NM_001309531	1197	343	44978
NM_212937	1764	666	65952
NM_001001590	1354	72	51046
NM_199548	1566	194	58918
NM_131247	1497	1260	55186
NM_201065	1326	627	48924
NM_001130192	3149	268	117220
NM_213334	944	182	34968
NM_001045402	900	2691	30684
NM_130922	2069	174	76502
NM_001044324	3798	639	139860
NM_205562	1110	173	40754
NM_201061	504	30	18524
NM_001077804	1835	177	67242
NM_131031	1672	124	61048
NM_200750	463	111	16772
NM_200771	1335	134	48542
NM_131309	1418	152	51170
NM_213351	1541	146	55598
NM_001002079	503	66	18126
NM_173251	890	63	32092
NM_213293	1692	1321	59750
NM_001326706	1360	671	48308
NM_131176	1454	93	52180
NM_001320404	2510	851	89026
NM_130995	2082	274	74248
NM_131294	747	115	26598
NM_200056	904	100	32080
NM_199925	1383	288	48828
NM_131702	2559	199	90246
NM_001327745	2576	694	89942
NM_199983	2598	173	91094
NM_214793	694	107	24184
NM_213377	570	73	19836
NM_001002069	344	91	11894
NM_131404	1466	84	50918
NM_213148	1200	154	41574
NM_201192	2166	242	74808
NM_001080176	1395	119	48048
NM_199708	2037	482	69472
NM_001110126	1521	103	51996
NM_200961	1367	284	46524
NM_199956	2049	264	69870
NM_200650	2313	635	78392
NM_201468	1862	181	63392
NM_201214	1758	313	59518
NM_130941	4366	534	147982
NM_199888	2218	264	74970
NM_213466	1532	208	51640
NM_199771	1782	260	59762
NM_213079	1728	463	57486
NM_205673	1403	194	46776
NM_199569	1523	208	50142
NM_212709	1904	241	62400
NM_001045349	1628	127	53368
NM_213188	2624	319	85810
NM_212603	1499	427	48688
NM_001003414	1644	450	53258
NM_001003548	978	147	31706
NM_194264	1218	109	39540
NM_001044754	1503	342	48550
NM_200502	613	36	19816
NM_001126422	735	1887	21856
NM_200765	520	165	16594
NM_212566	1185	112	37888
NM_213464	2597	280	82820
NM_001327845	953	116	30372
NM_213182	1676	292	53314
NM_198366	2668	643	84522
NM_001040375	927	170	29200
NM_001256193	1325	72	41720
NM_001017896	893	104	27998
NM_213479	1687	215	52400
NM_213510	2570	150	79480
NM_194398	1339	95	41218
NM_173233	520	50	15938
NM_201146	561	39	17196
NM_200027	727	41	22278
NM_212784	763	42	23334
NM_001020605	737	50	22476
NM_001002378	887	87	26986
NM_200713	813	74	24678
NM_001199720	2183	446	65944
NM_212657	2706	285	81898
NM_214723	1488	69	45116
NM_001115095	3041	213	92092
NM_199275	1743	121	52760
NM_001043323	817	519	24242
NM_001100089	1610	165	48252
NM_213080	2202	181	65854
NM_200766	1140	297	33838
NM_001288658	2035	96	60812
NM_001002203	755	261	22320
NM_213015	1944	3552	54576
ENSDART00000176179	244	7264	12
NM_199719	1526	171	45318
NM_001198751	711	80	21060
NM_131189	4935	184	146502
NM_200107	1423	751	41498
NM_001319650	804	37	23826
NM_200919	1303	117	38074
NM_001013536	1099	73	32128
NM_131573	742	45	21618
NM_201579	1950	275	56600
NM_001013345	888	75	25586
NM_001030247	2625	184	75648
NM_001015060	2812	215	80884
NM_001002160	1522	145	43300
NM_205580	1191	74	33888
NM_001076732	519	25	14748
NM_212632	2072	83	58648
NM_001089427	2563	130	72518
NM_001007153	1209	650	33584
NM_001110121	508	19	14358
NM_213417	619	37	17440
NM_001271817	931	82	26126
NM_213277	2437	202	67980
NM_213639	1142	50	31864
NM_001127470	488	320	13280
NM_200029	495	33	13754
NM_198806	2485	243	68912
NM_001079912	2214	131	61268
NM_200694	868	83	23940
NM_001077322	723	554	19370
NM_001003447	678	70	18488
NM_182866	2633	178	71736
NM_200023	654	58	17750
NM_173263	1471	102	39846
NM_001105695	881	124	23688
NM_213107	1258	212	33784
NM_200720	900	114	24084
NM_213208	687	36	18378
NM_198870	2196	372	58326
NM_001003429	771	59	20440
NM_173236	2213	217	58504
NM_214699	1423	92	37662
NM_001045013	3195	1058	83678
NM_001003731	915	78	24172
NM_199761	1288	94	33906
NM_213236	1566	555	40750
NM_001270554	2133	109	56092
NM_001110414	1505	230	39420
NM_212703	3846	252	101018
NM_200025	417	33	10938
NM_214718	2014	595	52320
NM_131220	1791	216	46710
NM_001302478	479	40	12510
ENSDART00000117474	71	1251	604
NM_001024429	1877	78	48920
NM_214721	859	56	22344
NM_212790	1357	171	35090
NM_198807	2455	127	63632
NM_201153	832	29	21524
NM_200259	1808	301	46494
NM_001083577	3079	671	78962
NM_001003868	590	187	15066
NM_001044779	1182	157	30398
NM_001007375	881	50	22680
NM_213279	889	49	22862
NM_212762	435	82	11118
NM_001007168	1086	213	27640
NM_001002155	566	79	14422
NM_201052	1066	38	27226
NM_001037222	1931	266	49104
NM_001033595	4350	377	110530
NM_131599	1227	583	30638
NM_131376	1589	72	40266
NM_201050	1959	191	49266
NM_199734	1635	85	41170
NM_001309525	2542	280	63734
NM_001080087	1141	214	28420
NM_213002	1422	126	35488
NM_201463	1857	154	46224
NM_201191	379	37	9394
NM_212671	1372	98	34038
NM_131112	2386	2163	57064
NM_131761	833	70	20600
NM_201122	430	86	10582
NM_199749	1558	341	38012
NM_001199436	4653	798	113720
NM_200096	1729	99	42428
NM_201039	867	756	20538
NM_213185	1250	548	30118
NM_199432	2083	253	50624
NM_001017400	1168	152	28354
NM_001004601	3178	450	77000
NM_001024407	769	91	18604
NM_001002037	2089	936	49752
NM_201298	2030	116	48994
NM_001002505	686	257	16314
NM_001017858	1127	51	27150
NM_200030	265	2099	4292
NM_001034970	1734	754	41024
NM_199779	2398	95	56944
NM_001045049	1708	82	40448
NM_200028	466	87	10958
NM_001017700	639	151	14974
NM_001025453	1464	117	34494
NM_001002697	1052	232	24598
NM_001115114	1300	42	30618
NM_201475	1685	657	39072
NM_001024098	2200	138	51718
NM_213104	2249	616	52262
NM_201492	2157	215	50336
NM_200736	1253	446	28918
NM_001001819	490	36	11354
NM_201203	1616	124	37414
NM_199636	728	29	16820
NM_199588	1289	71	29756
NM_201480	1497	98	34512
NM_001002596	1471	241	33766
NM_131874	1663	99	38342
NM_001003995	1512	425	34524
NM_001126388	3177	1201	72220
NM_213722	1391	75	31930
NM_200302	1501	106	34400
NM_199725	632	316	14182
NM_131670	1758	953	39236
NM_200495	1495	283	33820
NM_001031671	1213	71	27544
NM_001005589	851	36	19332
NM_200565	1411	72	32004
NM_001002867	8579	931	193962
NM_205760	1498	103	33888
NM_198142	2269	409	51046
NM_001003861	634	1865	12464
NM_001131053	552	172	12292
NM_001002082	950	105	21280
NM_131512	2178	131	48884
NM_153669	2212	144	49510
NM_001017739	862	33	19308
NM_001199675	1110	145	24728
NM_131493	1109	90	24740
ENSDART00000164466	348	463	7306
NM_001002703	931	46	20698
NM_212993	966	36	21466
NM_001177453	903	105	19944
NM_001003758	1471	73	32554
NM_001083544	548	28	12112
NM_201323	1231	85	27036
NM_001017874	1045	64	22950
NM_199996	1431	216	31290
NM_001105277	2672	127	58680
NM_200696	785	164	17090
NM_213014	1822	1381	38420
NM_001290080	3280	199	71284
NM_001025503	1688	72	36702
NM_001199367	1107	33	24046
NM_201460	2889	222	62610
NM_198210	2720	154	58992
NM_200972_2	1057	64	22862
NM_001199737	2076	69	44922
NM_212681	1104	179	23686
NM_001328507	1428	106	30732
NM_001159528	565	34	12102
NM_173252	721	45	15426
NM_173232	700	18	14998
NM_001003840	1070	78	22874
NM_213486	1795	96	38348
NM_205599	1107	126	23526
NM_001089428	3015	299	63814
NM_200182	2697	149	57092
NM_213262	2403	296	50598
NM_001003598	838	38	17704
NM_001002468	1022	41	21588
NM_212802	2687	174	56678
NM_001302634	1322	134	27812
NM_001076629	1060	236	22128
NM_001025530	1320	398	27396
NM_001328342	1608	102	33700
NM_001003640	1732	58	36270
NM_201483	2936	143	61434
NM_205559	2111	283	43902
NM_200975	1284	94	26744
NM_001202477	1456	425	29988
NM_200881	1996	131	41556
NM_001002448	1520	144	31560
NM_001123389	4247	1320	87012
NM_001025460	2415	2261	47852
NM_201315	2419	197	49792
NM_200911	1640	800	33050
NM_200059	1469	24	30176
NM_213010	1631	142	33330
NM_199575	2146	93	43836
NM_199576	2107	104	42972
NM_001320326	2130	274	43106
NM_001003618	1299	234	26216
NM_213072	1521	134	30816
NM_212591	1717	195	34660
NM_001080041	2858	284	57620
NM_001007456	1865	162	37592
NM_173249	703	62	14148
ENSDART00000147450	927	156	18570
NM_131455	2783	157	55986
NM_001002604	1704	71	34262
NM_213070	1739	95	34910
NM_001077759	1821	218	36314
NM_200053	755	98	14960
NM_001006005	498	713	9200
NM_212723	3491	337	69090
NM_206829	1328	175	26168
NM_201087	3796	204	75062
NM_001080184	1867	283	36640
NM_001004296	3558	828	69468
NM_001024399	989	32	19452
NM_213382	1769	142	34696
NM_131580	1081	40	21248
NM_212597	953	57	18656
NM_001002525	1577	279	30674
NM_001024403	693	66	13526
NM_131572	903	96	17526
NM_173258	1894	814	36118
NM_001030241	823	251	15784
NM_001020749	1069	47	20770
NM_212990	1305	33	25376
NM_200304	1822	89	35204
NM_001003437	962	86	18530
ENSDART00000143495	686	1048	12224
NM_001079961	2760	85	53288
NM_001044395	1041	32	20068
NM_199724	483	21	9298
NM_001111168	1945	158	37358
NM_001002546	1137	109	21796
NM_205541	1833	115	35196
NM_001172570	2593	310	49598
NM_001006082	1057	47	20284
NM_001007059	822	35	15772
NM_213535	1851	156	35360
NM_152961	746	20	14238
NM_001320425	2084	2032	37734
NM_200839	1497	49	28512
ENSDART00000140321	936	884	16962
NM_001042769	1471	773	27202
NM_199683	1121	106	21140
NM_001002050	1276	47	24114
NM_001007383	1101	52	20752
NM_199671	1288	93	24204
ENSDART00000156641	866	1388	14936
NM_199729	1901	1679	34114
NM_200094	2754	112	51736
NM_001118895	1758	90	32958
NM_001080033	1298	70	24320
NM_212676	1015	192	18880
NM_131069	2357	98	44176
NM_201343	1686	75	31576
NM_001271474	826	290	15202
NM_001007055	1328	364	24540
NM_213145	1383	125	25792
NM_212757	1834	62	34278
NM_201005	1653	192	30754
NM_152972	2976	89	55514
NM_001002874	891	90	16524
NM_199778	1440	565	26174
NM_001105599	1365	43	25224
NM_001004665	755	102	13862
NM_001013471	1225	32	22618
NM_131351	1260	75	23214
NM_001009898	878	193	16020
NM_201305	3465	187	63730
NM_201287	2030	485	36888
NM_001033108	1865	723	33564
NM_001007364	1096	62	20068
NM_199994	1598	45	29272
NM_199746	2436	133	44534
NM_199562	1746	252	31758
NM_213331	1267	61	23156
NM_001017633	1921	1205	33880
NM_001103194	1392	104	25234
NM_001002163	608	12	11036
NM_001017601	516	666	8704
NM_001006013	770	30	13950
NM_213068	2654	101	48076
NM_001013300	2429	95	43966
NM_001100406	1393	87	25104
NM_001145786	3154	106	56848
NM_213021	826	335	14550
NM_001002121	2041	299	36458
NM_201177	964	45	17280
NM_201488	2650	1784	45672
NM_001003860	687	88	12208
NM_200227	509	105	9000
NM_199640	2424	297	42996
NM_213257	2641	318	46828
NM_198070	2674	72	47646
NM_001045306	955	111	16894
NM_213131	1415	95	25046
NM_001202510	960	20	17024
NM_001017866	726	532	12346
NM_001083837	2834	265	49932
NM_001033741	841	71	14818
NM_001076591	1014	109	17820
NM_199516	2304	522	39926
NM_213490	1586	31	27786
NM_199591	1983	231	34546
NM_001098480	441	78	7654
NM_200342	1260	69	22000
NM_001126433	4113	226	71756
NM_001328551	1169	44	20368
NM_131820	3292	136	57318
NM_199998	1073	28	18698
NM_200431	2094	745	35716
NM_001105132	2669	600	45864
NM_131524	2159	154	37408
NM_212605	1994	116	34574
ENSDART00000136246	732	1672	11060
NM_199839	2240	1452	37502
NM_213428	1125	37	19440
NM_001002487	411	181	6926
NM_201331	1547	69	26594
NM_001002606	1391	480	23486
NM_001044809	4571	265	78354
NM_131355	3115	543	53014
NM_131637	1945	140	33240
NM_001025186	1368	123	23320
NM_001003532	1764	101	30040
NM_001007367	1852	662	30960
NM_199863	2172	195	36832
NM_200295	1397	72	23734
NM_213350	1326	71	22500
NM_213644	826	22	14024
NM_200621	3430	133	58190
NM_001020758	1123	83	18994
NM_212766	2522	98	42708
NM_001002521	960	77	16182
NM_200129	1694	52	28594
NM_001002557	975	176	16306
NM_001045848	1378	64	23220
NM_001080196	2669	90	44984
NM_199564	1259	515	20736
NM_199669	1459	102	24506
NM_200125	1594	132	26734
NM_001002335	1771	91	29728
NM_205668	1493	140	24960
NM_213489	2128	546	35154
NM_212832	2205	144	36768
NM_001044332	2091	211	34782
NM_001004627	1345	71	22436
NM_001172556	1236	37	20554
NM_200860	1037	81	17180
NM_200416	1414	112	23418
NM_212952	393	35	6490
NM_213235	2369	133	39164
NM_200769	606	30	10020
NM_001003888	644	64	10616
NM_194377	1599	68	26438
NM_213053	2688	185	44362
NM_001309640	3873	218	63880
NM_198877	1044	101	17132
NM_131252	2569	198	42204
NM_200801	1181	225	19254
NM_200959	1797	359	29258
NM_001002534	818	84	13374
NM_199623	2532	851	40780
NM_001159911	659	38	10784
NM_001004641	1029	373	16518
NM_001113596	1641	194	26740
NM_001002104	1581	180	25666
NM_001347672	7603	461	123796
NM_001017632	1861	176	30214
NM_001017745	3410	541	55044
NM_001002355	2291	182	37154
NM_212628	1695	534	27088
NM_001037691	926	24	15066
NM_200177	1899	110	30812
NM_001005978	1296	220	20872
NM_200544	1425	266	22914
NM_001005769	1842	55	29894
NM_001007347	1727	246	27804
NM_213045	1311	595	20594
NM_001030075	4555	190	73346
NM_199480	2006	640	31686
NM_001004635	1079	44	17330
NM_001005945	1105	41	17746
NM_001081747	1861	82	29790
NM_001302742	394	29	6294
NM_213294	1525	71	24386
NM_201176	975	90	15540
NM_200221	1906	104	30432
NM_200977	1154	55	18424
NM_001305543	2242	151	35684
NM_001002698	998	102	15842
NM_001291711	916	56	14576
NM_199773	1731	781	26838
NM_001005937	2939	96	46752
NM_213298	1609	66	25510
NM_199431	3428	87	54282
NM_200130	1538	71	24310
NM_213462	1939	80	30648
NM_200446	2044	78	32218
NM_001002575	1120	74	17612
NM_001017888	1008	68	15836
NM_001089347	2094	86	32952
NM_001004667	1392	808	21154
NM_213370	1821	112	28582
NM_001353848	2062	105	32296
NM_001002535	994	84	15514
NM_200038	1491	76	23320
NM_181330	2728	90	42680
NM_200291	1360	51	21254
NM_001089521	516	16	8064
NM_001030076	1433	426	22012
NM_201308	3289	155	51332
NM_001079703	1422	111	22114
NM_001006048	1073	70	16698
NM_001002748	1493	40	23282
NM_001126455	927	20	14458
NM_173248	2072	82	32264
NM_001017844	1110	181	17130
NM_199740	1953	47	30406
NM_001017651	1317	319	20200
NM_201062	1892	115	29282
NM_001005931	2331	208	35978
NM_200210	1247	114	19244
NM_001110371	2492	82	38590
NM_001077603	3283	138	50806
NM_201138	1662	302	25486
NM_001003452	1457	71	22534
NM_131696	1734	130	26772
NM_173266	486	86	7454
NM_001004494	2262	1034	34030
NM_001111226	1743	403	26606
NM_213093	1800	77	27720
NM_001003483	1304	56	20048
NM_001007774	1090	14	16788
NM_001033106	1940	59	29746
NM_199932	2022	110	30924
NM_214811	2239	98	34254
NM_001198889	1425	243	21574
NM_001002427	555	42	8444
NM_198804	1162	122	17612
NM_213280	1437	158	21768
NM_131057	2859	287	43250
NM_203321	3203	274	48492
NM_001080054	2651	88	40238
NM_212684	3555	214	53830
NM_001103116	1209	191	18178
NM_200743	1036	80	15654
NM_001037122_2	1162	68	17558
NM_199864	1251	32	18930
NM_001003474	1440	286	21516
NM_200103	2231	137	33610
NM_001003544	1244	55	18740
NM_001017801	916	52	13780
ENSDART00000152063	1286	441	18972
NM_001017582	728	9	10972
NM_201084	2789	71	41974
NM_001113800	1290	327	19114
NM_213640	2749	192	41218
NM_001139462	1351	90	20246
NM_001002572	1107	37	16618
NM_199760	653	26	9798
NM_152973	2095	88	31372
NM_200993	2423	159	36166
NM_200533	1158	85	17256
NM_200099	1417	60	21128
NM_001200015	1903	144	28310
NM_131059	3350	190	49880
NM_001171068	2666	544	39236
NM_001001844	4242	200	63084
NM_001031668	3687	326	54664
NM_001003551	880	52	13012
NM_200958	1832	163	27026
NM_131801	2124	60	31418
NM_201185	1255	110	18480
NM_001002639	1794	319	26220
NM_201455	994	488	14202
NM_212630	2077	63	30600
NM_001128529	3977	184	58472
NM_001037386	2280	61	33564
NM_200674	2239	302	32652
NM_001025533	2603	96	38168
NM_214817	1907	205	27742
ENSDART00000133014	877	569	12272
NM_194394	1014	147	14698
NM_131250	2498	141	36424
NM_213530	1628	103	23678
NM_001030239	2705	218	39290
NM_001003411	2166	403	31210
NM_001161487	585	21	8516
NM_201577	2524	86	36746
NM_001014289	3974	225	57692
NM_200988	2330	117	33778
NM_213366	2072	60	29998
NM_001003843	777	22	11238
ENSDART00000171728	1281	81	18468
NM_212891	1624	64	23440
NM_001142954	1763	139	25358
NM_001007061	1339	126	19214
NM_199723	2044	76	29420
NM_001024073	1943	125	27908
NM_173284	1132	146	16176
NM_001145694	1937	244	27658
NM_001256729	1792	101	25698
NM_200260	1376	2230	17578
NM_001004677	854	29	12264
NM_201078	1493	63	21428
NM_001045562	1826	214	26028
NM_173237	1733	550	24330
NM_001305588	928	43	13278
NM_001089408	1642	54	23510
NM_173238	3052	156	43600
NM_212711	2015	95	28786
NM_001163988	1482	51	21188
NM_001127335	2544	120	36304
NM_001017863	937	43	13362
NM_001172637	405	10	5784
NM_001076558	976	204	13750
NM_200078	1580	39	22522
NM_194408	2698	146	38376
NM_201004	538	26	7622
NM_001001944	4039	381	56980
NM_200115	1931	106	27200
NM_001003415	1479	520	20384
NM_001020688	1329	144	18636
NM_001002484	1091	41	15368
NM_212731	1287	56	18074
NM_213481	2542	637	35148
NM_200517	1375	476	18880
NM_198363	2192	223	30606
NM_001014343	2029	130	28402
NM_001020523	1307	143	18222
NM_212586	3074	129	43058
NM_213338	1428	93	19916
NM_001044983	507	898	6206
NM_200062	1328	81	18514
NM_131686	3477	112	48556
NM_213037	926	83	12874
NM_213477	2073	832	28170
NM_001002073	1238	832	16486
NM_199838	2151	88	29996
NM_001044949	2722	418	37614
NM_001002684	2073	50	28894
NM_001076556	1931	67	26876
NM_131230	1880	81	26090
NM_199692	2181	80	30234
NM_197934	2550	66	35374
NM_001005953	794	42	10976
NM_200745	852	72	11748
NM_001025470	1776	247	24294
NM_212735	2658	167	36558
NM_001145579	3579	109	49304
NM_201469	2279	221	31216
NM_001037672	791	145	10742
NM_131710	2418	54	33226
NM_001089525	3846	103	52804
NM_001353917	2288	131	31256
NM_001123279	1871	106	25524
ENSDART00000145534	512	84	6928
NM_199755	1780	54	24276
NM_131833	1490	208	20144
NM_001013528	1199	34	16338
NM_200333	1973	116	26738
NM_001037700	1568	140	21160
NM_001077378	2168	60	29362
NM_001127333	2139	86	28926
NM_001013273	3625	85	49038
NM_001037101	3171	454	42482
NM_001003509	1586	180	21286
NM_001002864	1690	540	22332
NM_001013517	539	41	7252
NM_213335	1416	112	19024
NM_001006019	1571	148	21068
NM_201332	1605	181	21492
NM_201474	5109	114	68804
NM_001003728	818	19	11012
NM_001020499	913	74	12234
NM_212880	2206	160	29572
NM_200550	1782	149	23846
NM_001098481	616	33	8252
NM_199855	1873	36	25154
NM_001081749	2396	152	32068
NM_214759	2298	82	30812
NM_001025537	2209	73	29620
NM_200813	1767	54	23688
NM_200944	1033	206	13646
NM_199976	956	13	12806
NM_001002499	530	18	7088
NM_201043	1067	33	14226
NM_001351700	2305	263	30500
NM_213250	3048	89	40472
NM_001002512	1212	33	16064
NM_199822	2064	528	26878
NM_213099	2644	128	34976
NM_001002544	788	52	10398
NM_200137	1677	101	22130
NM_214701	708	47	9338
NM_213536	1947	124	25654
NM_199574	1813	49	23936
NM_001037677	453	73	5914
NM_212581	3212	85	42364
NM_001080753	912	46	12002
NM_213186	3362	157	44212
NM_001003769	1747	53	22948
NM_153661	1378	53	18052
NM_212615	1918	77	25112
NM_213157	1702	70	22262
NM_131452	2133	104	27882
NM_198821	2152	300	27934
NM_213077	5079	1103	65500
NM_214783	1935	52	25322
NM_199694	1483	62	19370
NM_001113591	2287	107	29812
NM_001083028	2853	48	37220
NM_001017696	1057	67	13718
NM_001025536	2800	1146	35358
NM_199741	998	130	12874
NM_001002509	476	154	6048
NM_001075106	3383	250	43818
NM_201010	1360	33	17640
NM_001017833	1224	69	15834
NM_001130597	765	176	9754
NM_001328016	1754	72	22672
NM_200917	1752	75	22626
NM_001002869	2626	69	33948
NM_001030284	1915	68	24694
NM_001002333	1558	134	20010
NM_001159825	533	16	6874
NM_001012366	2584	78	33292
NM_201290	1901	45	24452
NM_001089386	918	47	11776
NM_001006077	1393	58	17882
NM_213374	1991	168	25466
NM_199684	4125	243	52854
NM_197933	1962	359	24888
NM_001017899	1282	57	16426
NM_212595	2011	58	25778
NM_001013443	4163	343	53130
NM_001045362_2	700	38	8950
NM_173241	2359	114	30096
NM_201326	3052	660	38408
NM_213216	1731	311	21818
NM_212714	2038	56	25990
NM_001082837	2181	87	27770
NM_001003418	747	17	9520
NM_200006	1388	149	17560
NM_001079944	1398	78	17752
NM_001005927	3621	163	45968
NM_001044811	947	49	11970
NM_001007296	1464	48	18524
NM_001007180	1076	22	13622
NM_198356	3253	174	41072
NM_200710	2233	53	28254
NM_001037110	852	160	10620
NM_001017831	1128	115	14152
NM_199540	2833	127	35672
NM_201117	1162	94	14588
NM_001017699	777	58	9750
NM_212985	1619	85	20342
ENSDART00000155757	553	200	6774
NM_001114406	2982	111	37468
NM_199850	1154	46	14496
NM_001045276	2510	107	31468
NM_001002097	987	94	12316
NM_001002342	2010	168	25102
NM_001003503	1289	109	16096
NM_001007158	961	51	12026
NM_001328494	1345	47	16832
NM_152951	2332	335	28914
NM_200258	2133	109	26630
NM_199843	2780	95	34744
NM_001002072	1163	91	14478
NM_001326547	5457	1522	66834
NM_001006105	1484	393	18186
NM_001017902	1348	61	16778
NM_200896	1087	187	13386
NM_001110833	1662	53	20694
NM_200934	1741	1225	20498
NM_001037108	818	20	10172
NM_207071	1695	91	20990
NM_001160335	1296	99	15998
NM_001201417	1107	369	13376
NM_001040052	1228	53	15192
NM_001007372	974	45	12038
NM_131213	2019	46	24980
NM_200548	991	67	12196
NM_201303	3213	176	39568
NM_001024735	1269	35	15656
NM_001128693	2431	860	29110
NM_001024439	820	46	10060
NM_001122749	4702	133	57784
NM_213435	1901	93	23312
NM_200010	1237	58	15154
NM_131664	2006	127	24536
NM_212887	1020	160	12378
NM_001029972	1536	39	18836
NM_201017	1698	299	20552
NM_213363	2054	303	24872
ENSDART00000155760	1509	412	18078
NM_213165	1693	128	20552
NM_198358	2667	65	32498
NM_212659	2024	121	24564
NM_001083573	1082	40	13150
NM_001082830	1131	445	13332
NM_131382	1726	49	20952
NM_001089343	801	38	9700
NM_001105596	685	53	8274
NM_001002540	1536	80	18578
NM_199993	1443	147	17374
NM_212663	2972	492	35592
NM_001302640	1458	243	17454
NM_001020486	1015	32	12282
NM_213181	1884	185	22614
NM_213109	1610	39	19424
NM_001007361	1550	52	18650
NM_131757	3009	92	36208
NM_205627	2866	1209	33340
NM_001037393	1370	29	16470
NM_001110127	2367	77	28416
NM_199989	1646	25	19774
NM_001102676	5182	360	61864
NM_001002137	991	127	11754
NM_199677	2030	537	23746
NM_001025516	1563	133	18548
NM_201129	2859	225	33938
