	transcript	riboseq(control)	riboseq(RK33)	rnaseq(control)	rnaseq(RK33)	TE(control)	TE(RK33)	log2(TE(control))	log2(TE(RK33))
66	NM_199586	2.11847307291	1.42606814929	48.8024288995	44.7828872952	0.0434091728769	0.0318440421201	-4.52585625619	-4.97283271393
67	NM_199585	18.3616056319	23.0725055795	70.9720364275	74.4840413268	0.258716059961	0.309764416223	-1.95055848189	-1.69075666893
68	NM_199584	4.91890259401	4.73028725161	23.7959559927	26.7603403076	0.206711703262	0.176764839207	-2.27430802368	-2.50009676216
69	NM_001128666	6.43748035713	1.57579803652	13.3225780252	15.8531163448	0.483200799797	0.0993998909897	-1.04930525227	-3.33061192017
70	NM_199433	2.40589293979	6.47818909933	9.50248207488	11.5425856281	0.253185738298	0.561242455378	-1.98173195342	-0.83330394864
71	NM_200102	41.1427015156	72.5814652456	176.197130148	137.346906136	0.233503811788	0.528453587252	-2.09848199377	-0.920151325987
72	NM_199963	6.46714616522	1.58305977862	173.806757419	136.168080303	0.0372088304348	0.0116257773121	-4.74821114606	-6.42652901017
73	NM_178295	0.389488604314	3.14625076084	26.7464103794	22.2474696741	0.0145622757891	0.141420611284	-6.10162035257	-2.82193569447
74	NM_001012499	20.137985945	9.34900437755	128.17953494	91.0081214852	0.157107653374	0.102727143743	-2.6701746328	-3.28311065745
75	NM_001177458	3.13862160961	0.704263268258	5.65379929448	3.93469046041	0.555134953707	0.178988226735	-0.849089560584	-2.48206340008
76	NM_198980	1.57938432671	2.1263519585	28.131941692	32.9409152078	0.0561420304365	0.064550482131	-4.15477494837	-3.95342831864
77	NM_200919	47.5851649255	40.3370435227	71.1396540419	117.736956421	0.668897896207	0.342603076798	-0.580142087127	-1.54538998707
78	NM_201455	18.4822922417	18.6622680945	36.9101122203	36.674473818	0.500737904328	0.508862599832	-0.99787242773	-0.974651934265
79	NM_001130643	46.0789581247	106.348944637	36.6953760325	24.8233655623	1.25571565431	4.28422746988	0.328509815692	2.09903508162
80	NM_201454	22.5434372811	4.0467483608	55.1726658801	75.8798130883	0.408597933805	0.0533310270031	-1.29124618621	-4.22888107931
81	NM_001045189	7.38400260782	2.48530204795	29.4903818655	50.941665466	0.250386808875	0.048787216225	-1.9977695361	-4.35735302365
82	NM_001001844	11.0977625239	12.3901856931	7.99755324811	13.7218719131	1.38764471828	0.902951563137	0.472638238819	-0.147279495328
83	NM_001002317	14.6036553961	9.83057471432	151.39962454	158.161468562	0.0964576724709	0.0621553075076	-3.37396019157	-4.00797859998
84	NM_001002311	1.96836412374	7.06677885178	3.46724465381	3.48060058887	0.567702691985	2.03033317709	-0.816792512153	1.02171649268
85	NM_194264	15.0832499904	32.9986081441	310.126888876	343.857026631	0.048635737601	0.095966071909	-4.36183939215	-3.3813317479
86	NM_001013548	6.47244873459	6.97117417735	50.7342639338	51.6824353758	0.127575493025	0.134884784872	-2.97057687776	-2.89020047475
87	NM_001012366	20.8846683666	11.9648442247	297.516209533	217.253081052	0.0701967412108	0.0550733005339	-3.83245213287	-4.18250311822
88	NM_213073	26.9247992216	2.33866546721	47.0971136675	38.3211603206	0.571686821653	0.0610280442357	-0.80670306079	-4.03438383264
89	NM_001012368	5.67430549238	1.79750915561	35.3045805554	28.3634634691	0.160724342369	0.0633741065356	-2.63733964717	-3.979962687
90	NM_001045182	6.43748035713	9.45478821913	91.881779858	87.4138906987	0.0700626431821	0.108161164588	-3.83521077352	-3.20874550435
91	NM_001002319	1.97202645859	9.29240456573	25.7965727788	29.5689861718	0.0764452888955	0.314261859089	-3.70942859462	-1.6699609072
92	NM_199949	28.4210991464	9.18331410194	282.769205228	377.635852896	0.100509880924	0.02431790846	-3.31459075807	-5.36183703929
93	NM_194376	1.87005277771	12.588419168	7.31897328302	10.188751041	0.255507528911	1.23552132321	-1.96856229193	0.305119909589
94	NM_200085	5.30597229906	12.858337213	14.560059632	13.5615988892	0.364419681867	0.948143159081	-1.45632721543	-0.0768231883971
95	NM_001199722	9.24486638902	0.829768048216	31.2358608136	37.6266404264	0.295969637084	0.0220526743502	-1.75647891456	-5.50290256629
96	NM_201578	14.8925085022	6.01501118221	49.0976719978	44.3273191704	0.303324127117	0.135695352094	-1.72106783699	-2.88155678921
97	NM_001001951	2.68273926523	2.88945396977	8.58311884595	12.3524245952	0.31255995791	0.2339179606	-1.67779512853	-2.09592545648
98	NM_200081	3.22183493885	7.34057267952	17.9812097041	21.2523382513	0.179177874674	0.345400708041	-2.48053559404	-1.53365705462
99	NM_200080	2.64931334914	4.28017870003	1.14464604822	1.27946018488	2.3145262706	3.34530042483	1.21071693776	1.74213577797
100	NM_001199725	11.0874121815	10.7475634333	37.6649570678	42.5755219827	0.294369436332	0.252435271085	-1.76430020726	-1.98601459239
101	NM_001199724	8.97820299709	4.47685454337	24.6328952457	31.6093526074	0.3644802167	0.141630693895	-1.45608758498	-2.81979413786
102	NM_200632	5.13613899088	6.14655218222	114.235469292	104.466799283	0.0449609829829	0.0588373744042	-4.4751826122	-4.08712332147
103	NM_194363	6.40197143122	1.01400975653	8.7402810157	10.7915925928	0.732467459538	0.0939629390018	-0.449163426828	-3.41176435066
104	NM_173258	123.672297109	75.089189225	302.828141374	253.613780307	0.408391031784	0.296076928999	-1.29197690973	-1.75595601814
105	NM_201576	1.75299603896	4.72017671398	0.197735973413	0.268170117914	8.86533698802	17.6014268506	3.1481754717	4.13762047982
106	NM_201577	22.2909698377	1.22492699986	76.1254059927	98.8877064619	0.292819060168	0.0123870503593	-1.77191863035	-6.33502350017
107	NM_001083028	13.6835688004	21.6734367168	225.776156366	169.08835603	0.0606067931204	0.128178173978	-4.04437668235	-2.96377747236
108	NM_001080171	1.92717758563	1.0378367733	1.55198612231	1.76526804243	1.24174923856	0.587920218547	0.312373862112	-0.766307701927
109	NM_001080170	10.8077221905	1.74607440568	29.7460121149	24.5264904129	0.363333483115	0.0711913680386	-1.46063377098	-3.81215386492
110	NM_001080177	3.80360217148	1.28021356011	9.97197686211	6.26403369742	0.381429101178	0.204375267112	-1.39051317645	-2.29070747872
111	NM_001080176	30.4543792144	24.3791205908	351.377103952	380.968428844	0.0866714958712	0.0639924958212	-3.52829858533	-3.9659534546
112	NM_213394	2.43265340152	3.27512261404	5.8372481982	9.01730762362	0.416746610547	0.363204046124	-1.26275762925	-1.46114782042
113	NM_001045094	4.75407476631	0.556564491027	4.36351296146	5.59243594122	1.08950627815	0.0995209416571	0.123674509839	-3.32885605361
114	NM_001193651	1.73971576593	1.04098173322	0.153290268952	0.205631818466	11.3491598509	5.06235728004	3.50451359736	2.33980933044
115	NM_213393	6.35993236971	3.95191616658	30.1873702573	34.5050766696	0.210681894961	0.1145314414	-2.24686175402	-3.12618439067
116	NM_153659	6.68861595446	8.40466416838	38.5982947093	52.2520362178	0.173287861675	0.160848548243	-2.52875749356	-2.63622518005
117	NM_001193381	1.33941371306	7.21310177347	7.22915742986	9.94873417859	0.185279367071	0.725027088269	-2.4322258648	-0.463893197164
118	NM_001089421	2.50155208174	4.49050943741	40.9121259733	45.0074278775	0.0611445145474	0.0997726297453	-4.03163311359	-3.32521208911
119	NM_001089426	6.16765840027	19.3751210686	68.6569383067	102.354666805	0.0898329950677	0.189293968447	-3.47661075508	-2.40129965231
120	NM_001089427	83.3271585744	75.9961342576	211.125414734	200.904450035	0.394680852039	0.378270039536	-1.34124156638	-1.40251158106
121	NM_001089425	2.61850035466	3.52533152526	5.31654988949	5.37384596255	0.492518721556	0.65601648239	-1.02174952974	-0.608196031928
122	NM_001089428	141.28915504	98.4426904726	494.780042396	424.012103504	0.285559527332	0.232169529264	-1.8081365758	-2.10674945457
123	NM_001029972	32.8915011997	52.3337301035	231.182641937	165.172862524	0.142274960283	0.316842181602	-2.81324631815	-1.65816367886
124	NM_153654	0.448695742679	1.20817340666	1.20856211964	0.9905374019	0.371264112442	1.21971508026	-1.4294822284	0.286544180329
125	NM_001103164	945.586686896	1788.34538345	2.6549843489	7.92153495367	356.155277257	225.757431345	8.47636255706	7.81862966802
126	NM_001002037	19.2376420264	32.559955217	24.1046740208	51.604276873	0.798087624408	0.630954587294	-0.325380941974	-0.664391923346
127	NM_001045098	27.8554818772	20.3402351819	78.0788292716	36.5058956878	0.356761008548	0.557176718957	-1.48697014736	-0.843793117184
128	NM_131093	1.59658735414	3.58252114444	13.4160375936	8.12765566498	0.119005879568	0.440781609373	-3.07089524225	-1.18186406295
129	NM_001006022	19.7194948645	19.3081389393	112.49751624	149.410772656	0.175288268787	0.129228559602	-2.5121986483	-2.95200315301
130	NM_001044768	1.98266765468	3.33662394523	5.70119388054	6.39739943847	0.347763590613	0.521559420718	-1.52382119844	-0.939096468045
131	NM_001044769	3.49798143341	1.17734796179	9.06610470637	10.1959947333	0.385830689883	0.115471613372	-1.37396019157	-3.11438986039
132	NM_001044766	1.75769216306	2.36641082867	0.976308326441	1.41890404878	1.80034535756	1.66777368118	0.848273683141	0.737923526674
133	NM_001044767	83.2347282809	92.5854571272	132.214625478	93.6975042498	0.629542518311	0.988131518214	-0.667624276301	-0.0172250206409
134	NM_001044764	4.27639629615	23.0295400198	9.2966369623	8.66557105561	0.45999390032	2.6575905814	-1.12031336423	1.41011886545
135	NM_200550	55.4131688409	58.9889648823	182.49030323	189.502762262	0.303649935696	0.311282876187	-1.71951903122	-1.68370187921
136	NM_001044762	13.7041548825	6.58933450054	37.0744222786	37.8475896427	0.36963906759	0.1741018269	-1.43581084993	-2.52199675321
137	NM_001077792	11.7026744584	14.5435472253	21.8038773976	15.1716053484	0.53672446625	0.95860305428	-0.897746440925	-0.0609945582406
138	NM_001320090	1.50289581874	2.0233741804	3.31344222465	6.25355866591	0.453575380781	0.323555640635	-1.14058575926	-1.62791426654
139	NM_001080591	7.93825860604	3.05354641744	39.4259047829	38.3957672506	0.20134626332	0.079528204177	-2.31224939658	-3.65238959592
140	NM_001080593	13.0182812417	7.01069330534	47.9781821205	40.338857334	0.271337526066	0.173795039539	-1.88183950829	-2.52454118957
141	NM_201038	15.3840882591	11.2973778842	16.5117164644	18.8603518795	0.931707390462	0.599001437321	-0.102051157831	-0.739368630081
142	NM_001080595	6.51224946412	0.92290022318	12.6670147506	14.0214608871	0.514110829768	0.0658205468468	-0.959848692041	-3.92531817714
143	NM_001080594	19.4873029967	2.76169338781	4.34721013456	8.9409817085	4.48271475119	0.308880330801	2.16437269922	-1.69488009041
144	NM_001080597	1.27225751304	5.13858573017	5.97955044255	7.58448864577	0.212768087712	0.677512482405	-2.23264631224	-0.561680568143
145	NM_001080596	2.05711389462	2.76952739414	32.4106145016	19.4303069471	0.0634703761793	0.142536471589	-3.97777279649	-2.81059697807
146	NM_200793	3.64280585506	13.7322399959	20.4505867934	26.920415927	0.178127204459	0.51010504567	-2.48902022617	-0.97113372376
147	NM_001328201	2.43846542186	7.38663173052	5.40318625519	9.21102009629	0.451301381572	0.801934167259	-1.1478368998	-0.318444287718
148	NM_199534	2.6505364855	15.7012341755	0.315285386971	0.454131113808	8.40678507483	34.5742313136	3.07155419009	5.11162527128
149	NM_205692	8.61792975443	23.2049305563	9.63082258146	11.1911046864	0.894828004725	2.07351563644	-0.160317686897	1.05207892669
150	NM_131564	1.97219581848	0.53104014903	16.6306795228	10.0796617441	0.118587807298	0.0526843224021	-3.07597240925	-4.24648247569
151	NM_131562	2.36622855336	3.18569371216	72.9426961378	65.1956171243	0.0324395543166	0.0488636177197	-4.94610219111	-4.35509550928
152	NM_131561	1.98595400205	2.67372362149	16.683339054	19.8955028119	0.119038161103	0.134388341263	-3.07050394985	-2.89552011102
153	NM_199824	6.94483309788	4.15553191889	89.2276130297	106.818296599	0.0778327791372	0.0389028102039	-3.68347831812	-4.68398181552
154	NM_205699	27.9053565825	21.0388952368	173.701765627	126.56289985	0.160650966798	0.166232721135	-2.63799843191	-2.58872370572
155	NM_131018	3.57125441867	3.20536034158	3.73610468145	5.90335500677	0.955876433656	0.542972655025	-0.065103962114	-0.881048551468
156	NM_131569	18.4675469869	20.5219835177	123.428024211	106.53125739	0.1496219931	0.192638142274	-2.74060584075	-2.37603471039
157	NM_201033	21.286380473	21.6742808295	77.0962410625	60.3269098223	0.276101404941	0.35928047522	-1.8567298658	-1.47681755941
158	NM_001002748	19.2265975472	14.495653204	209.045360185	224.570290893	0.0919733283254	0.0645484010657	-3.44264064025	-3.95347483093
159	NM_201295	17.7309356023	24.5948374872	99.4945810257	95.7740023456	0.178210063498	0.256800769362	-2.48834928693	-1.96127857018
160	NM_001080578	1.02154128605	6.87659196542	9.70365353514	7.84012187529	0.105273882909	0.87710268728	-3.24778052814	-0.189182338013
161	NM_001017604	3.9979540582	2.1530053953	29.7308729384	28.0677205613	0.13447146562	0.0767075256645	-2.89462802452	-3.70448806438
162	NM_001080575	0.230703718207	1.24240134525	0.3233175374	0.128139400711	0.713551513667	9.69570123129	-0.486910508452	3.27734524349
163	NM_001017601	17.8017427212	23.9667887415	27.0625856636	64.3636267352	0.657799034523	0.372365417507	-0.604281204213	-1.42520900241
164	NM_001080571	14.534334247	2.79540302681	49.4853262578	67.3212376487	0.293709981243	0.0415233457441	-1.76753580081	-4.58993349622
165	NM_001007313	9.77756802881	2.63274119868	26.5787429719	38.4109734717	0.367871725128	0.0685413818168	-1.44272530084	-3.86688091242
166	NM_205579	1.02763640112	2.76704870017	0.321989515179	0.695737019013	3.19152131568	3.97714743438	1.67424428337	1.99173404439
167	NM_001098392	245.606931661	181.865632215	1144.26257475	1050.99524973	0.214642108447	0.173041345583	-2.2199949634	-2.53081130592
168	NM_001098393	10.3032415353	1.93554825604	16.6196200358	15.3038025949	0.619944470036	0.126474988424	-0.689789099373	-2.98307598778
169	NM_001007318	9.86678963739	3.036303214	31.2438991234	50.2767336603	0.315798921204	0.0603918153179	-1.66292185205	-4.04950315016
170	NM_001045563	2.01794798861	5.43359533858	13.6090517378	11.1607639313	0.148279838117	0.486847976718	-2.75360564966	-1.03845674861
171	NM_131412	0.624028481259	6.72112119055	1.96664577905	2.45265788863	0.31730598764	2.74034190488	-1.65605334938	1.45435590549
172	NM_001045561	4.34106769571	23.3778128367	19.126710623	13.9049930182	0.22696363119	1.68125311578	-2.13946695731	0.749536941341
173	NM_001080689	13.8973955593	6.45182752015	17.979198651	10.2679503887	0.772970799704	0.628346191393	-0.371514179984	-0.670368454571
174	NM_001030125	19.8971718623	26.1345371737	75.0879806732	70.9435772884	0.264984777642	0.36838482316	-1.91601861012	-1.44071446886
175	NM_001045565	2.40463330998	4.85609803296	5.51110204434	4.0294423259	0.43632531037	1.20515387495	-1.19652393085	0.269217362604
176	NM_200428	10.618487104	11.4366797077	49.1345042197	57.6552526875	0.216110598298	0.198363187647	-2.21015826963	-2.33378378049
177	NM_001305662	2.61651136844	4.69687162576	0.676734067763	0.687641802252	3.86638044851	6.83040444949	1.95098360449	2.77197100751
178	NM_200425	57.8073372965	6.10407847513	187.493470032	103.029985916	0.308316536499	0.0592456499034	-1.69751582469	-4.07714696139
179	NM_131159	4.9551242626	2.96496355565	8.357639327	9.11833792628	0.592885630586	0.325164912687	-0.754174263471	-1.62075650483
180	NM_001044902	72.6260852418	38.787860922	313.697633472	246.317418205	0.231516203798	0.157471043683	-2.11081492377	-2.66684152961
181	NM_001044903	0.757895977239	1.02036823355	1.47405157738	0.997097210698	0.51415838419	1.02333877038	-0.95971525125	0.0332838200078
182	NM_001044901	3.71991060103	1.6693929523	2.0683397651	3.01458588357	1.79850074141	0.553771899948	0.846794754211	-0.852636246012
183	NM_001024441	1.29157750902	31.2997094813	4.67086110426	9.12530214684	0.276518072405	3.42999157481	-1.85455432106	1.77820503267
184	NM_205748	16.0019083598	23.576060132	36.2444261549	41.9809717873	0.441499840318	0.561589194539	-1.17951517881	-0.832412917676
185	NM_001044908	1.45037356486	5.20710020658	32.9944200521	49.1311975899	0.0439581469403	0.105983579925	-4.50772561915	-3.23808733006
186	NM_214706	80.0921900683	92.4252656098	376.339802482	342.787189639	0.212818813052	0.269628703766	-2.23230240506	-1.89095400573
187	NM_213064	4.40410237732	5.0822724619	68.1510288641	73.8439340454	0.0646226836297	0.0688245084393	-3.95181552616	-3.86093378898
188	NM_001122698	4.82442187192	3.89712069032	10.8870848891	12.4080077363	0.443132566804	0.314081097719	-1.17418973728	-1.67079097472
189	NM_001166228	3.00628350323	2.52963160502	15.752986473	9.5905949016	0.190838956688	0.263761698933	-2.38957239061	-1.9226930101
190	NM_001076749	1242.45014074	1549.19665973	2.8651591828	9.85212191959	433.640876988	157.244974471	8.76035694796	7.29687009927
191	NM_001030252	20.4025896341	12.2081569503	62.757407633	61.9321669778	0.325102492337	0.197121424068	-1.62103347867	-2.34284351121
192	NM_212692	12.0864463739	9.49210975157	119.946157908	117.319034233	0.100765598371	0.0809085227613	-3.31092491171	-3.62756450816
193	NM_001002415	11.194271363	12.9180323718	59.2977587123	55.6311066196	0.188780682543	0.232208797501	-2.40521695002	-2.10650546346
194	NM_001003781	9.7688228218	6.07012254121	17.7230630621	19.103772825	0.551192690991	0.317744698747	-0.859371337362	-1.65406003938
195	NM_001003780	9.9498475348	16.074778584	19.8482636744	18.6243747669	0.501295614469	0.86310433425	-0.996266481975	-0.212393128292
196	NM_001003784	3.54751515608	1.59202664658	38.6534241334	38.3586092301	0.0917775135221	0.0415037635236	-3.44571546864	-4.59061402511
197	NM_001114983	12.0141806257	20.0260611457	12.8948001795	11.1243884236	0.931707390457	1.80019434625	-0.10205115784	0.848152666134
198	NM_214814	9.04479092239	3.84541759658	27.7645816234	28.7307386145	0.325767232695	0.133843325373	-1.61808659724	-2.90138289981
199	NM_001045419	9.61944894187	16.482871465	61.3643466921	48.9053748189	0.156759575558	0.337035990953	-2.67337452306	-1.56902543465
200	NM_001045412	3.25503162443	4.38230439072	43.7091923087	39.2575146425	0.0744701847026	0.11162969512	-3.74719325402	-3.16320723883
201	NM_001256215	36.4585128761	57.1619471029	28.2052650179	15.8446884769	1.29261373197	3.60764095717	0.37029122316	1.85105576457
202	NM_214722	27.7381254988	12.7756849077	252.12275598	191.171354796	0.110018333692	0.066828447815	-3.18418413729	-3.90339382383
203	NM_200288	5.44176495505	2.74737773784	19.6191471725	15.4663547075	0.277370107233	0.177635764199	-1.85011578117	-2.49300601974
204	NM_131187	3.45430928254	1.86023811532	79.760936183	82.7706336643	0.043308284078	0.0224746148841	-4.52921317741	-5.47555979526
205	NM_001271913	7.84963690711	2.91533781014	4.68343527788	5.45944486052	1.67604257161	0.533998947626	0.745058794068	-0.905091196151
206	NM_001020593	24.6180779632	37.3929337264	63.352824423	53.556340777	0.388586904963	0.698198069246	-1.3636908107	-0.518291727531
207	NM_001007440	8.79481842523	2.63124744481	14.5867443536	20.0869337539	0.602932238479	0.130992986637	-0.729932223283	-2.93243852293
208	NM_001007441	3.15587468305	4.24880771551	6.52987925028	9.8313797885	0.483297556063	0.432167997465	-1.04901639552	-1.21033585196
